[11/19/2025 5:42:38 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"1111","StationTriNMName":"11","Address":"11","City":"11","Province":"11","Latitude":11,"Longitude":11,"Capacity":11,"CurrentAvailable":11,"Owner":"22","ContactPhone":"11","ContactEmail":"11@gmail.com","Description":"11","CreatedDate":"2025-11-19T17:42:15.9234047+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"11","ChargerTriNMs":[],"Location":"11"}
[11/19/2025 8:02:08 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200206-6756","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:10 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200209-8384","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:10 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200209-1680","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:11 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200209-9943","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:11 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200209-2188","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:11 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200209-1299","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:20 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200219-2739","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:20 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200219-2739","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:20 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200219-8987","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:20 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200219-6583","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:20 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200219-5650","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:26 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200224-3833","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:26 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200224-3833","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:26 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200225-9665","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:27 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200225-6311","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:27 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200225-6311","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:27 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200226-7340","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:28 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200226-8351","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:28 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200226-8351","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:28 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200227-6694","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:28 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200227-8885","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:29 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200227-1464","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:29 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200227-6725","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:29 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200227-6725","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:29 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200227-9053","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:29 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200227-9053","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:29 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200227-8798","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:29 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200227-8742","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:29 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200228-7915","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:29 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200228-1774","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:29 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200228-1774","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:29 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200228-9256","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:29 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200228-9256","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:29 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200228-7903","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:30 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200228-9995","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:30 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200228-7562","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:30 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200229-4053","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:30 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200229-5032","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:30 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200229-5032","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:30 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200229-6701","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:30 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200229-6701","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:35 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200233-6804","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:35 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200233-2168","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:35 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200233-1158","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:35 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200233-4121","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:35 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200233-4121","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
[11/19/2025 8:02:35 PM] RECEIVE data from RabbitMQ.stationQueue: {"StationTriNMId":3,"StationTriNMCode":"STN-20251119200234-6411","StationTriNMName":"Madd","Address":"mdmd","City":"Ho Chi Minh","Province":"Ho Chi Minh","Latitude":null,"Longitude":null,"Capacity":10,"CurrentAvailable":5,"Owner":"mdmd","ContactPhone":"0123456789","ContactEmail":"aaa@gmail.com","Description":"Auto-generated station","CreatedDate":"2025-11-19T20:01:57.5022598+07:00","ModifiedDate":null,"IsActive":true,"ImageURL":"","ChargerTriNMs":[],"Location":"mdmd"}
